hour, t(sec), |V|1 (volts), |V|2 (volts), |I|1 (amps), |I|2 (amps)
0, 900.00000, 2418.1, 0, 7.04361, 7.04361
0, 1800.00000, 2418.1, 0, 7.04361, 7.04361
0, 2700.00000, 2429.75, 0, 6.30758, 6.30758
1, 0.00000, 2429.75, 0, 6.30758, 6.30758
1, 900.00000, 2429.75, 0, 6.30758, 6.30758
1, 1800.00000, 2432.43, 0, 5.82868, 5.82868
1, 2700.00000, 2432.43, 0, 5.82868, 5.82868
2, 0.00000, 2432.43, 0, 5.82868, 5.82868
2, 900.00000, 2432.43, 0, 5.82868, 5.82868
2, 1800.00000, 2432.43, 0, 5.82868, 5.82868
2, 2700.00000, 2436.92, 0, 5.67123, 5.67123
3, 0.00000, 2436.92, 0, 5.67123, 5.67123
3, 900.00000, 2436.92, 0, 5.67123, 5.67123
3, 1800.00000, 2438.92, 0, 5.43458, 5.43458
3, 2700.00000, 2438.92, 0, 5.43458, 5.43458
4, 0.00000, 2438.92, 0, 5.43458, 5.43458
4, 900.00000, 2438.92, 0, 5.43458, 5.43458
4, 1800.00000, 2438.92, 0, 5.43458, 5.43458
4, 2700.00000, 2436.2, 0, 5.40644, 5.40644
5, 0.00000, 2436.2, 0, 5.40644, 5.40644
5, 900.00000, 2436.2, 0, 5.40644, 5.40644
5, 1800.00000, 2433.22, 0, 5.61346, 5.61346
5, 2700.00000, 2433.22, 0, 5.61346, 5.61346
6, 0.00000, 2433.22, 0, 5.61346, 5.61346
6, 900.00000, 2433.22, 0, 5.61346, 5.61346
6, 1800.00000, 2433.22, 0, 5.61346, 5.61346
6, 2700.00000, 2428.2, 0, 6.12124, 6.12124
7, 0.00000, 2428.2, 0, 6.12124, 6.12124
7, 900.00000, 2428.2, 0, 6.12124, 6.12124
7, 1800.00000, 2422.63, 0, 6.96628, 6.96628
7, 2700.00000, 2422.62, 0, 6.96628, 6.96628
8, 0.00000, 2422.62, 0, 6.96628, 6.96628
8, 900.00000, 2422.62, 0, 6.96628, 6.96628
8, 1800.00000, 2422.62, 0, 6.96628, 6.96628
8, 2700.00000, 2422.45, 0, 7.7517, 7.7517
9, 0.00000, 2422.45, 0, 7.7517, 7.7517
9, 900.00000, 2422.45, 0, 7.7517, 7.7517
9, 1800.00000, 2419.07, 0, 8.19892, 8.19892
9, 2700.00000, 2419.07, 0, 8.19892, 8.19892
10, 0.00000, 2419.07, 0, 8.19892, 8.19892
10, 900.00000, 2419.07, 0, 8.19892, 8.19892
10, 1800.00000, 2419.07, 0, 8.19892, 8.19892
10, 2700.00000, 2413.98, 0, 8.75793, 8.75793
11, 0.00000, 2413.98, 0, 8.75793, 8.75793
11, 900.00000, 2413.98, 0, 8.75793, 8.75793
11, 1800.00000, 2407.71, 0, 9.21446, 9.21446
11, 2700.00000, 2407.72, 0, 9.21446, 9.21446
12, 0.00000, 2407.72, 0, 9.21446, 9.21446
12, 900.00000, 2407.72, 0, 9.21446, 9.21446
12, 1800.00000, 2407.72, 0, 9.21446, 9.21446
12, 2700.00000, 2404.52, 0, 9.1772, 9.1772
13, 0.00000, 2404.52, 0, 9.1772, 9.1772
13, 900.00000, 2404.52, 0, 9.1772, 9.1772
13, 1800.00000, 2406.84, 0, 9.13061, 9.13061
13, 2700.00000, 2406.84, 0, 9.13061, 9.13061
14, 0.00000, 2406.84, 0, 9.13061, 9.13061
14, 900.00000, 2406.84, 0, 9.13061, 9.13061
14, 1800.00000, 2406.84, 0, 9.13061, 9.13061
14, 2700.00000, 2407.36, 0, 9.22192, 9.22192
15, 0.00000, 2407.36, 0, 9.22192, 9.22192
15, 900.00000, 2407.36, 0, 9.22192, 9.22192
15, 1800.00000, 2406.16, 0, 9.30763, 9.30763
15, 2700.00000, 2406.16, 0, 9.30763, 9.30763
16, 0.00000, 2406.16, 0, 9.30763, 9.30763
16, 900.00000, 2406.16, 0, 9.30763, 9.30763
16, 1800.00000, 2406.16, 0, 9.30763, 9.30763
16, 2700.00000, 2405.86, 0, 9.31695, 9.31695
17, 0.00000, 2405.86, 0, 9.31695, 9.31695
17, 900.00000, 2405.86, 0, 9.31695, 9.31695
17, 1800.00000, 2425.98, 0, 8.92564, 8.92564
17, 2700.00000, 2425.98, 0, 8.92564, 8.92564
18, 0.00000, 2425.98, 0, 8.92564, 8.92564
18, 900.00000, 2425.98, 0, 8.92564, 8.92564
18, 1800.00000, 2425.98, 0, 8.92564, 8.92564
18, 2700.00000, 2433.58, 0, 8.72066, 8.72066
19, 0.00000, 2433.58, 0, 8.72066, 8.72066
19, 900.00000, 2433.58, 0, 8.72066, 8.72066
19, 1800.00000, 2440.06, 0, 8.50638, 8.50638
19, 2700.00000, 2440.06, 0, 8.50638, 8.50638
20, 0.00000, 2440.06, 0, 8.50638, 8.50638
20, 900.00000, 2440.06, 0, 8.50638, 8.50638
20, 1800.00000, 2440.06, 0, 8.50638, 8.50638
20, 2700.00000, 2443.11, 0, 8.16165, 8.16165
21, 0.00000, 2443.11, 0, 8.16165, 8.16165
21, 900.00000, 2443.11, 0, 8.16165, 8.16165
21, 1800.00000, 2439.61, 0, 8.16165, 8.16165
21, 2700.00000, 2439.61, 0, 8.16165, 8.16165
22, 0.00000, 2439.61, 0, 8.16165, 8.16165
22, 900.00000, 2439.61, 0, 8.16165, 8.16165
22, 1800.00000, 2439.61, 0, 8.16165, 8.16165
22, 2700.00000, 2441.76, 0, 7.71443, 7.71443
23, 0.00000, 2441.76, 0, 7.71443, 7.71443
23, 900.00000, 2441.76, 0, 7.71443, 7.71443
23, 1800.00000, 2448.19, 0, 7.04361, 7.04361
23, 2700.00000, 2448.19, 0, 7.04361, 7.04361
24, 0.00000, 2448.19, 0, 7.04361, 7.04361
